http://www.ci.clovis.ca.us/	"Clovis, California"	"95,631"
http://www.ci.claremont.ca.us/	Claremont	"34,926"
http://www.cityofcamarillo.org/	Camarillo	"65,201"
http://www.carpinteria.ca.us/	City of Carpinteria	"13,040"
http://www.ci.commerce.ca.us/	City of Commerce	"12,823"
http://www.carlsbadca.gov/	"Carlsbad, California"	"105,328"
http://www.cityofcudahy.com/	"Cudahy, California"	"23,805"
http://www.costamesaca.gov/	"Costa Mesa, California"	"109,960"
http://www.ci.clayton.ca.us/	City of Clayton	"10,897"
http://www.crescentcity.org/	"Crescent City, California"	"7,643"
http://ci.cotati.ca.us/	City of Cotati	"7,265"
http://www.discovercorona.com/	"Corona, California"	"152,374"
http://www.coronado.ca.us/	"Coronado, California"	"24,697"
http://www.burbankca.gov/	"Burbank, California"	"103,340"
http://www.chico.ca.us/	"Chico, California"	"86,187"
http://ci.carson.ca.us/	"Carson, California"	"91,714"
http://ci.carmel.ca.us/	Carmel-by-the-Sea	"3,722"
http://www.cerritos.us/	"Cerritos, California"	"49,041"
http://www.ci.concord.ca.us/	"Concord, California"	"122,068"
http://www.comptoncity.org/	"Compton, California"	"96,455"
http://www.chulavistaca.gov/	"Chula Vista, California"	"243,916"
http://www.culvercity.org/	"Culver City, California"	"38,883"
http://www.delreyoaks.org/	City of Del Rey Oaks	"1,624"
http://cityofdavis.org/	"Davis, California"	"65,622"
http://www.danville.ca.gov/	Town of Danville	"42,039"
http://www.town-of-fairfax.org/	Town of Fairfax	"7,441"
http://city.fortbragg.com/	City of Fort Bragg	"7,273"
http://www.fillmoreca.com/	City of Fillmore	"15,002"
http://www.cityofencinitas.org/	"Encinitas, California"	"59,518"
http://www.cityofelcentro.org/	"El Centro, California"	"42,598"
http://www.accessduarte.com/	City of Duarte	"21,321"
http://ci.ferndale.ca.us/	"Ferndale, California"	"1,371"
http://www.cityofexeter.com/	"Exeter, California"	"10,334"
http://www.cupertino.org/	"Cupertino, California"	"58,302"
http://www.el-cerrito.org/	El Cerrito	"23,549"
http://www.cypressca.org/	"Cypress, California"	"47,802"
http://www.ci.dixon.ca.us/	City of Dixon	"18,351"
http://www.ci.el-cajon.ca.us/	"El Cajon, California"	"99,478"
http://www.danapoint.org/	"Dana Point, California"	"33,351"
http://www.cityofdhs.org/	City of Desert Hot Springs	"25,938"
http://www.dalycity.org/	"Daly City, California"	"101,123"
http://www.buttevalleychamber.com/cityofdorris	"Dorris, California"	939
http://www.dinuba.org/	"Dinuba, California"	"21,453"
http://www.cityofdelano.org/	"Delano, California"	"53,041"
http://www.eastvaleca.gov/	Eastvale	"60,540"
http://www.ci.dublin.ca.us/	"Dublin, California"	"46,036"
https://fortjonesca.org/	"Fort Jones, California"	839
http://friendlyfortuna.com/	Fortuna	"11,926"
http://www.fostercity.org/	"Foster City, California"	"30,567"
http://www.fountainvalley.org/	City of Fountain Valley	"56,313"
http://ci.dunsmuir.ca.us/	"Dunsmuir, California"	"1,650"
http://www.ci.diamond-bar.ca.us/	"Diamond Bar, California"	"55,544"
http://www.downeyca.org/	"Downey, California"	"111,772"
http://www.cityofetna.org/	"Etna, California"	737
http://www.cityoffarmersville-ca.gov/	"Farmersville, California"	"10,588"
http://www.delmar.ca.us/	"Del Mar, California"	"4,161"
http://www.cityofescalon.org/	City of Escalon	"7,132"
http://ci.el-monte.ca.us/	"El Monte, California"	"113,475"
http://elkgrovecity.org/	"Elk Grove, California"	"153,015"
http://www.ci.emeryville.ca.us/	City of Emeryville	"10,080"
http://www.ci.east-palo-alto.ca.us/	City of East Palo Alto	"28,155"
http://www.escondido.org/	"Escondido, California"	"143,911"
http://www.firebaugh.org/	"Firebaugh, California"	"7,549"
http://www.elsegundo.org/	"El Segundo, California"	"16,654"
http://www.fowlercity.org/	"Fowler, California"	"5,570"
http://ci.folsom.ca.us/	City of Folsom	"72,203"
http://www.ci.eureka.ca.gov/	"Eureka, California"	"27,191"
http://fontana.org/	"Fontana, California"	"196,069"
http://www.fairfield.ca.gov/	"Fairfield, California"	"105,321"
http://www.fremont.gov/	"Fremont, California"	"214,089"
http://www.hughson.org/	City of Hughson	"6,640"
http://www.ci.galt.ca.us/	City of Galt	"23,647"
http://www.ci.fullerton.ca.us/	"Fullerton, California"	"135,161"
http://www.ci.gonzales.ca.us/	City of Gonzales	"8,187"
http://www.grover.org/	"Grover Beach, California"	"13,156"
http://www.gridley.ca.us/	City of Gridley	"6,584"
http://www.ggcity.org/	"Garden Grove, California"	"170,883"
http://www.grandterrace-ca.gov/	City of Grand Terrace	"12,040"
http://www.hollister.ca.gov/	Hollister	"34,928"
http://www.ci.glendora.ca.us/	"Glendora, California"	"50,073"
http://www.cityofhesperia.us/	"Hesperia, California"	"90,173"
http://www.cityofisleton.com/	City of Isleton	804
http://www.imperialbeachca.gov/	"Imperial Beach, California"	"26,324"
http://www.cityofgustine.com/	City of Gustine	"5,520"
http://www.cityofkerman.net/	"Kerman, California"	"13,544"
http://ci.guadalupe.ca.us/	Guadalupe	"7,080"
http://www.fresno.gov/	"Fresno, California"	"494,665"
http://www.holtville.ca.gov/	City of Holtville	"5,939"
http://ci.greenfield.ca.us/	City of Greenfield	"16,330"
http://cityofhuron.com/	"Huron, California"	"6,754"
http://www.ci.jackson.ca.us/	City of Jackson	"4,651"
http://www.cityofimperial.org/	"Imperial, California"	"14,758"
http://cityofindianwells.org/	City of Indian Wells	"4,958"
http://www.ci.irwindale.ca.us/	"Irwindale, California"	"1,422"
http://jurupavalley.org/	"Jurupa Valley, California"	"95,005"
http://ione-ca.com/	"Ione, California"	"7,918"
http://www.half-moon-bay.ca.us/	"Half Moon Bay, California"	"11,324"
http://www.hillsborough.net/	"Hillsborough, California"	"10,825"
http://www.huntingtonpark.org/	"Huntington Park, California"	"58,114"
https://hiddenhillscity.org/	"Hidden Hills, California"	0
http://www.cityofgrassvalley.com/	City of Grass Valley	"12,860"
http://hgcity.org/	"Hawaiian Gardens, California"	"14,254"
http://www.ci.highland.ca.us/	"Highland, California"	"53,104"
http://cityofhealdsburg.net/	City of Healdsburg	"21,152"
http://www.cityofgoleta.org/	"Goleta, California"	"29,888"
http://www.ci.hercules.ca.us/	"Hercules, California"	"24,060"
http://www.cityofhawthorne.org/	"Hawthorne, California"	"84,293"
http://www.ci.gilroy.ca.us/	"Gilroy, California"	"48,821"
http://indio.org/	Indio	"76,036"
http://www.kingcity.com/	City of King City	"12,874"
http://www.cityofhanfordca.com/	"Hanford, California"	"53,967"
http://www.cityofgardena.org/	"Gardena, California"	"58,829"
http://www.hermosabch.org/	"Hermosa Beach, California"	"19,506"
http://www.cityofhemet.org/	"Hemet, California"	"78,657"
http://www.cityofindustry.org/	"City of Industry, California"	219
http://huntingtonbeachca.gov/	"Huntington Beach, California"	"189,992"
http://glendaleca.gov/	"Glendale, California"	"191,719"
http://www.hayward-ca.gov/	"Hayward, California"	"144,186"
http://cityofirvine.org/	"Irvine, California"	"212,375"
http://www.cityofinglewood.org/	"Inglewood, California"	"109,673"
http://www.cityofkingsburg-ca.gov/	"Kingsburg, California"	"11,382"
http://www.ci.la-habra.ca.us/	"La Habra, California"	"60,239"
http://www.lcf.ca.gov/	La Ca–ada Flintridge	"20,246"
http://cityoflamesa.com/	"La Mesa, California"	"57,065"
http://www.la-habra-heights.org/	"La Habra Heights, California"	"5,325"
http://www.cityoflamirada.org/	"La Mirada, California"	"48,527"
http://ci.la-verne.ca.us/	"La Verne, California"	"31,063"
http://www.liveoakcity.org/	City of Live Oak	"8,392"
http://www.lapuente.org/	"La Puente, California"	"39,816"
http://www.lemoore.com/	"Lemoore, California"	"24,531"
http://www.ci.lathrop.ca.us/	City of Lathrop	"18,023"
http://www.ci.laguna-hills.ca.us/	"Laguna Hills, California"	"30,344"
http://www.lakewoodcity.org/	"Lakewood, California"	"80,048"
http://www.ci.lafayette.ca.us/	City of Lafayette	"23,893"
http://www.ci.larkspur.ca.us/	"Larkspur, California"	"11,926"
http://www.lemongrove.ca.gov/	"Lemon Grove, California"	"25,320"
http://www.cityoflapalma.org/	"La Palma, California"	"15,568"
http://www.ci.mammoth-lakes.ca.us/	Town of Mammoth Lakes	"8,234"
http://www.lawndalecity.org/	"Lawndale, California"	"32,769"
http://www.lomita.com/cityhall	"Lomita, California"	"20,256"
http://www.livingstoncity.com/	City of Livingston	"13,058"
http://www.lagunawoodscity.org/	"Laguna Woods, California"	"16,192"
http://www.lindsay.ca.us/	"Lindsay, California"	"11,768"
http://www.lake-elsinore.org/	City of Lake Elsinore	"51,821"
http://www.ci.manteca.ca.us/	City of Manteca	"67,096"
http://cityoflakeport.com/	"Lakeport, California"	"4,753"
http://www.cityoflosalamitos.org/	City of Los Alamitos	"11,449"
http://www.lomalinda-ca.gov/	City of Loma Linda	"23,261"
http://www.cityoflivermore.net/	City of Livermore	"80,968"
http://www.cityofloyalton.com/	City of Loyalton	769
http://www.losaltoshills.ca.gov/	Town of Los Altos Hills	"7,922"
http://www.laquintaca.gov/	"La Quinta, California"	"37,467"
http://www.lynwood.ca.us/	"Lynwood, California"	"69,772"
http://www.lodi.gov/	City of Lodi	"62,134"
http://www.loomis.ca.gov/	"Loomis, California"	"6,430"
http://www.cityofmaricopa.org/	City of Maricopa	"1,154"
http://www.lakeforestca.gov/	"Lake Forest, California"	"77,264"
http://www.cityofmadera.ca.gov/	"Madera, California"	"61,416"
http://www.losbanos.org/	Los Banos	"35,972"
http://ci.lincoln.ca.us/	"Lincoln, California"	"42,819"
http://www.malibucity.org/	"Malibu, California"	"12,645"
http://cityoflagunaniguel.org/	"Laguna Niguel, California"	"62,979"
http://www.cityoflompoc.com/	Lompoc	"42,434"
http://www.citymb.info/	"Manhattan Beach, California"	"35,135"
http://www.cityoflancasterca.org/	"Lancaster, California"	"156,633"
http://www.losaltosca.gov/	"Los Altos, California"	"28,976"
http://www.losgatosca.gov/	"Los Gatos, California"	"29,413"
http://www.lagunabeachcity.net/	"Laguna Beach, California"	"22,723"
http://www.longbeach.gov/	"Long Beach, California"	"462,257"
https://www.lacity.org/	"Los Angeles, California"	"3,792,621"
http://www.ci.marina.ca.us/	City of Marina	"19,718"
http://www.cityofmenifee.us/	"Menifee, California"	"77,519"
http://www.marysville.ca.us/	Marysville	"12,072"
http://www.cityofmartinez.org/	City of Martinez[1]	"35,824"
http://ci.mendota.ca.us/	"Mendota, California"	"11,014"
http://www.cityofmaywood.com/	"Maywood, California"	"27,395"
http://www.ci.norco.ca.us/	City of Norco	"27,063"
http://www.montesereno.org/	City of Monte Sereno	"3,341"
http://www.cityoforangecove.com/	"Orange Cove, California"	"9,078"
http://www.mcfarlandcity.org/	City of McFarland	"14,707"
http://www.cityofnewman.com/	City of Newman	"10,224"
http://www.cityofneedles.com/	"Needles, California"	"4,844"
http://www.cityoforinda.org/	City of Orinda	"17,643"
http://ci.montague.ca.us/	"Montague, California"	"1,443"
http://www.nationalcityca.gov/	"National City, California"	"58,582"
http://www.cityofmonrovia.org/	"Monrovia, California"	"36,590"
http://www.oakdalegov.com/	City of Oakdale	"20,675"
http://www.menlopark.org/	City of Menlo Park	"32,026"
http://www.cityofmontclair.org/	City of Montclair	"36,664"
http://www.cityofmissionviejo.org/	"Mission Viejo, California"	"93,305"
http://www.moreno-valley.ca.us/	"Moreno Valley, California"	"193,365"
http://mtshastaca.gov/	"Mount Shasta, California"	"3,394"
http://www.ci.millbrae.ca.us/	City of Millbrae	"21,532"
http://www.cityoforland.com/	City of Orland	"7,291"
http://www.ci.oakley.ca.us/	City of Oakley	"35,432"
http://novato.org/	City of Novato	"51,904"
http://www.moorparkca.gov/	City of Moorpark	"34,421"
https://www.cityofmerced.org/	City of Merced	"78,958"
http://www.ci.oceanside.ca.us/	"Oceanside, California"	"167,086"
http://www.cityofmillvalley.org/	"Mill Valley, California"	"13,903"
http://morgan-hill.ca.gov/	"Morgan Hill, California"	"37,882"
http://www.cityoforoville.org/	"Oroville, California"	"15,546"
http://www.cityofnapa.org/	City of Napa	"76,915"
http://www.ci.newark.ca.us/	City of Newark	"42,573"
http://www.norwalk.org/	"Norwalk, California"	"105,549"
http://www.morro-bay.ca.us/	"Morro Bay, California"	"10,234"
http://www.moraga.ca.us/	"Moraga, California"	"16,016"
http://www.murrieta.org/	"Murrieta, California"	"103,466"
http://www.cityofmontebello.com/	"Montebello, California"	"62,500"
http://ojaicity.org/	"Ojai, California"	"7,461"
http://www.ci.milpitas.ca.gov/	"Milpitas, California"	"66,790"
http://www.mountainview.gov/	City of Mountain View	"74,066"
http://www.nevadacityca.gov/	City of Nevada City[1]	"3,068"
http://www.newportbeachca.gov/	"Newport Beach, California"	"85,186"
http://www.monterey.org/	"Monterey, California"	"27,810"
http://www.montereypark.ca.gov/	"Monterey Park, California"	"60,269"
http://www.modestogov.com/	"Modesto, California"	"201,165"
http://www.cityoforange.org/	"Orange, California"	"136,416"
http://www.ontarioca.gov/	"Ontario, California"	"163,924"
https://www.oaklandca.gov/	"Oakland, California"	"390,724"
http://www.cityofpacificgrove.org/	City of Pacific Grove	"15,041"
http://www.cityofpacifica.org/	City of Pacifica	"37,234"
http://www.parlier.ca.us/	City of Parlier	"14,494"
http://www.ci.patterson.ca.us/	City of Patterson	"20,413"
http://www.ci.plymouth.ca.us/	City of Plymouth	"1,005"
https://www.oxnard.org/	"Oxnard, California"	"197,899"
http://www.placentia.org/	"Placentia, California"	"50,533"
http://www.cityofpalmdesert.org/	City of Palm Desert	"48,445"
http://www.paramountcity.com/	"Paramount, California"	"54,098"
http://www.pvestates.org/	"Palos Verdes Estates, California"	"13,438"
http://prcity.com/	"Paso Robles, California"	"29,793"
http://www.ci.pittsburg.ca.us/	City of Pittsburg	"63,264"
http://www.ci.poway.ca.us/	Poway	"47,811"
http://www.cityofrsm.org/	"Rancho Santa Margarita, California"	"47,853"
http://cityofpetaluma.net/	Petaluma	"57,941"
http://www.reedley.com/	"Reedley, California"	"24,194"
http://www.ci.pleasant-hill.ca.us/	City of Pleasant Hill	"33,152"
http://www.ci.portola.ca.us/	City of Portola	"2,104"
http://pismobeach.org/	"Pismo Beach, California"	"7,655"
http://riodellcity.com/	City of Rio Dell	"3,368"
http://www.cityofripon.org/	City of Ripon	"14,297"
http://www.riovistacity.com/	City of Rio Vista	"7,360"
http://www.cityofpointarena.net/	City of Point Arena	449
http://www.cityofperris.org/	Perris	"68,386"
http://www.ci.pico-rivera.ca.us/	"Pico Rivera, California"	"62,942"
http://www.ci.pinole.ca.us/	City of Pinole	"18,390"
http://rpvca.gov/	"Rancho Palos Verdes, California"	"41,643"
http://www.ci.piedmont.ca.us/	City of Piedmont	"10,667"
http://www.cityofredbluff.org/	City of Red Bluff	"14,076"
http://www.portolavalley.net/	"Portola Valley, California"	"4,353"
http://townofparadise.com/	"Paradise, California"	"26,218"
http://www.cityofranchocordova.org/	City of Rancho Cordova	"64,776"
http://www.ranchomirageca.gov/	"Rancho Mirage, California"	"17,218"
http://www.cityofporthueneme.org/	City of Port Hueneme	"21,723"
http://www.cityofplacerville.org/	"Placerville, California"	"10,389"
https://www.cityofpaloalto.org/	"Palo Alto, California"	"64,403"
http://www.ci.ridgecrest.ca.us/	"Ridgecrest, California"	"27,616"
http://www.cityofpleasantonca.gov/	City of Pleasanton	"70,285"
http://www.ci.porterville.ca.us/	"Porterville, California"	"54,165"
http://www.rialtoca.gov/	"Rialto, California"	"99,171"
http://www.ci.redding.ca.us/	"Redding, California"	"89,861"
http://www.cityofrc.us/	"Rancho Cucamonga, California"	"165,269"
http://www.ci.pomona.ca.us/	"Pomona, California"	"149,058"
http://www.cityofredlands.org/	"Redlands, California"	"68,747"
http://redondo.org/	"Redondo Beach, California"	"66,748"
http://www.cityofpalmdale.org/	"Palmdale, California"	"152,750"
http://www.ci.richmond.ca.us/	"Richmond, California"	"103,701"
http://www.cityofpasadena.net/	"Pasadena, California"	"137,122"
http://www.palmsprings-ca.gov/	"Palm Springs, California"	"44,552"
http://redwoodcity.org/	"Redwood City, California"	"76,815"
http://www.riverbank.org/	City of Riverbank	"22,678"
http://www.townofross.org/	Town of Ross	"2,415"
http://www.ci.rohnert-park.ca.us/	City of Rohnert Park	"40,971"
http://www.cityofrosemead.org/	"Rosemead, California"	"53,764"
http://www.ci.rolling-hills-estates.ca.us/	"Rolling Hills Estates, California"	"8,067"
http://www.rolling-hills.org/	"Rolling Hills, California"	"1,860"
http://www.sanjuancapistrano.org/	San Juan Capistrano	"34,593"
http://www.cityofsanjoaquin.org/	"San Joaquin, California"	"4,001"
http://www.rocklin.ca.us/	"Rocklin, California"	"56,974"
http://ci.san-clemente.ca.us/	"San Clemente, California"	"63,522"
http://www.sandcity.org/	City of Sand City	334
http://riversideca.gov/	"Riverside, California"	"303,871"
http://www.san-juan-bautista.ca.us/	San Juan Bautista	"1,862"
http://www.cityofsancarlos.org/	"San Carlos, California"	"28,406"
http://ci.san-marino.ca.us/	"San Marino, California"	"13,147"
http://www.ci.st-helena.ca.us/	City of St. Helena	"5,814"
http://www.ci.sanger.ca.us/	"Sanger, California"	"24,270"
http://www.cityofsandimas.com/	"San Dimas, California"	"33,371"
http://www.ci.san-ramon.ca.us/	San Ramon	"72,148"
https://www.sanjacintoca.gov/	"San Jacinto, California"	"44,199"
http://www.ci.san-fernando.ca.us/	San Fernando	"23,645"
http://www.cityofsalinas.org/	"Salinas, California"	"150,441"
http://www.ci.santa-paula.ca.us/	City of Santa Paula	"29,321"
http://www.ci.san-marcos.ca.us/	"San Marcos, California"	"83,781"
http://www.roseville.ca.us/	"Roseville, California"	"118,788"
http://www.santaclaraca.gov/	"Santa Clara, California"	"116,468"
http://www.sangabrielcity.com/	San Gabriel	"39,718"
http://www.santafesprings.org/	"Santa Fe Springs, California"	"16,223"
http://www.cityofsanmateo.org/	"San Mateo, California"	"97,207"
http://www.ci.santa-maria.ca.us/	"Santa Maria, California"	"99,553"
http://townofsananselmo.org/	Town of San Anselmo	"12,336"
http://www.santabarbaraca.gov/	"Santa Barbara, California"	"88,410"
http://www.saratoga.ca.us/	City of Saratoga	"29,926"
http://www.cityofsanteeca.gov/	"Santee, California"	"53,413"
http://sanbruno.ca.gov/	San Bruno	"41,114"
http://www.ci.sausalito.ca.us/	City of Sausalito	"7,061"
http://www.sanleandro.org/	"San Leandro, California"	"84,950"
http://www.cityofsantacruz.com/	"Santa Cruz, California"	"59,946"
http://www.cityofsanrafael.org/	San Rafael	"57,713"
http://www.santa-clarita.com/	"Santa Clarita, California"	"176,320"
http://slocity.org/	"San Luis Obispo, California"	"45,119"
https://www.smgov.net/	"Santa Monica, California"	"89,736"
http://www.santa-ana.org/	"Santa Ana, California"	"324,528"
http://www.ci.san-pablo.ca.us/	City of San Pablo	"29,139"
http://ci.santa-rosa.ca.us/	"Santa Rosa, California"	"167,815"
http://sbcity.org/	"San Bernardino, California"	"209,924"
http://cityofsacramento.org/	"Sacramento, California"	"466,488"
http://www.sandiego.gov/	"San Diego, California"	"1,307,402"
http://www.sanjoseca.gov/	"San Jose, California"	"945,942"
http://sf.gov/	"San Francisco, California"	"884,363"
http://www.scottsvalley.org/	City of Scotts Valley	"11,580"
http://www.ci.solana-beach.ca.us/	"Solana Beach, California"	"12,867"
http://www.sonomacity.org/	"Sonoma, California"	"10,648"
http://www.sonoraca.com/	City of Sonora	"4,804"
http://ci.tracy.ca.us/	"Tracy, California"	"82,922"
http://ci.shasta-lake.ca.us/	City of Shasta Lake	"10,164"
http://www.ci.seaside.ca.us/	"Seaside, California"	"33,025"
http://www.shafter.com/	City of Shafter	"16,988"
http://www.cityoftulelake.com/	"Tulelake, California"	"1,010"
http://ci.seal-beach.ca.us/	"Seal Beach, California"	"24,168"
http://www.cityofsignalhill.org/	"Signal Hill, California"	"11,016"
http://www.cityofselma.com/	"Selma, California"	"23,219"
http://www.ssf.net/	South San Francisco	"63,632"
http://www.ci.sebastopol.ca.us/	"Sebastopol, California"	"7,379"
http://www.ci.union-city.ca.us/	Union City	"69,516"
http://www.cityofsouthgate.org/	"South Gate, California"	"94,396"
http://cityofsusanville.org/	City of Susanville	"17,947"
http://www.ci.temple-city.ca.us/	"Temple City, California"	"35,558"
http://www.cityoftaft.org/	City of Taft	"9,327"
http://www.cityofsierramadre.com/	"Sierra Madre, California"	"10,917"
http://www.cityofsuttercreek.org/	City of Sutter Creek	"2,501"
http://cityoftehama.us/	City of Tehama	418
http://www.ci.stanton.ca.us/	"Stanton, California"	"38,186"
http://tulare.ca.gov/	"Tulare, California"	"59,278"
http://www.townoftruckee.com/	Town of Truckee	"16,180"
http://www.cityofturlock.org/	"Turlock, California"	"68,549"
http://www.suisun.com/	City of Suisun City	"28,111"
http://sunnyvale.ca.gov/	"Sunnyvale, California"	"140,081"
http://www.trinidad.ca.gov/	"Trinidad, California"	367
http://www.ci.south-el-monte.ca.us/	"South El Monte, California"	"20,116"
http://www.ci.twentynine-palms.ca.us/	City of Twentynine Palms	"25,048"
http://www.ci.soledad.ca.us/	Soledad	"25,738"
http://www.tustinca.org/	"Tustin, California"	"82,372"
http://www.cityofsolvang.com/	Solvang	"5,245"
http://townoftiburon.org/	Town of Tiburon	"8,962"
http://www.cityofvacaville.com/	"Vacaville, California"	"92,428"
http://www.liveuptehachapi.com/	City of Tehachapi	"14,414"
http://www.cityofslt.us/	City of South Lake Tahoe	"21,403"
http://www.simivalley.org/	"Simi Valley, California"	"124,237"
http://www.southpasadenaca.gov/	"South Pasadena, California"	"25,619"
http://www.victorvilleca.gov/	"Victorville, California"	"115,903"
http://cityofvernon.org/	"Vernon, California"	112
http://www.ci.upland.ca.us/	"Upland, California"	"73,732"
http://temeculaca.gov/	"Temecula, California"	"100,097"
http://www.cityofukiah.com/	"Ukiah, California"	"16,075"
http://www.ci.vallejo.ca.us/	"Vallejo, California"	"115,942"
http://cityofventura.net/	Ventura	"106,433"
http://www.torranceca.gov/	"Torrance, California"	"145,438"
http://www.stocktongov.com/	"Stockton, California"	"291,707"
http://www.toaks.org/	"Thousand Oaks, California"	"126,683"
http://www.villapark.org/	"Villa Park, California"	"5,812"
http://www.westminster-ca.gov/	"Westminster, California"	"89,701"
http://www.townofyountville.com/	Yountville	"2,933"
http://www.wheatland.ca.gov/	"Wheatland, California"	"3,456"
http://www.cityofwilliams.org/	"Williams, California"	"5,123"
http://cityofwaterford.org/	City of Waterford	"8,456"
http://www.cityofwestmorland.net/	City of Westmorland	"2,225"
http://www.ci.wasco.ca.us/	City of Wasco	"25,545"
http://www.cityofwestsacramento.org/	City of West Sacramento	"48,744"
http://www.cityofwoodlake.com/	"Woodlake, California"	"7,279"
http://thecityofwillits.com/	City of Willits	"4,888"
http://www.townofwindsor.com/	Windsor	"26,801"
http://www.cityofwinters.org/	City of Winters	"6,624"
http://www.yubacity.net/	City of Yuba City	"64,925"
http://www.ci.weed.ca.us/	"Weed, California"	"2,967"
http://www.cityofwildomar.org/	City of Wildomar	"32,176"
http://www.cityofvista.com/	"Vista, California"	"93,834"
http://www.yucca-valley.org/	Town of Yucca Valley	"20,700"
http://yucaipa.org/	"Yucaipa, California"	"51,367"
