School,URL,Street,City,State,CMS
Blackhawk Middle School,https://www.fwcs.k12.in.us/,7200 E State Blvd,Fort Wayne,IN,none
Bishop Chatard High School,https://www.bishopchatard.org/,5885 N Crittenden Ave,Indianapolis,IN,none
Banneker Elementary at Marquette,https://www.garycsc.k12.in.us/,301 Parke St,Gary,IN,none
Bethesda Christian School,http://www.bethesdaschools.org/,7950 N CR 650 E,Brownsburg,IN,none
Bloomingdale Elementary School,https://www.fwcs.k12.in.us/,1300 Orchard St,Fort Wayne,IN,none
Bishop Dwenger High School,https://www.bishopdwenger.com/,1300 E Washington Center Rd,Fort Wayne,IN,none
Benjamin Franklin Elementary Sch,https://www.vcsc.k12.in.us/,2600 Wabash Avenue,Vincennes,IN,none
Blair Pointe Upper Elementary,http://www.peru.k12.in.us/,300 Blair Pike,Peru,IN,none
Benton Central Jr-Sr High School,https://www.bentoncentralffa.com/,4241 E 300 S,Oxford,IN,none
Benjamin Franklin Elementary School,http://metadot.vigoschools.org/metadot/index.pl?id=2974,1600 Dr Iverson C Bell Ln,Terre Haute,IN,none
Beech Grove Sr High School,http://www.bgcs.k12.in.us/,5330 Hornet Ave,Beech Grove,IN,none
Bethany Christian School,https://bethanycs.net/,2904 S Main St,Goshen,IN,none
Beardsley Elementary School,http://elkhart.k12.in.us/home/schools/beardsley-elementary-school/,1027 McPherson St,Elkhart,IN,none
Bloomington Islamic School,https://www.bloomingtonislamicschool.org/#!,2005 Atwater,Bloomington,IN,none
Angola Middle School,http://ams.msdsteuben.k12.in.us/,1350 E Maumee St,Angola,IN,none
Ben Davis Ninth Grade Center,https://bdfresh.wayne.k12.in.us/,1150 N Girls School Rd,Indianapolis,IN,none
Belzer Middle School,https://belzer.ltschools.org/,7555 E 56th St,Indianapolis,IN,none
Blackhawk Christian Mdl/High Sch,https://www.blackhawkchristian.org/,7400 E State Blvd,Fort Wayne,IN,none
Bailly Preparatory Academy,https://www.garycsc.k12.in.us/,4621 Georgia St,Gary,IN,none
Beech Grove Middle School,http://www.bgcs.k12.in.us/,1248 Buffalo St,Beech Grove,IN,none
Ben Davis University High School,https://bduhs.wayne.k12.in.us/,1155 S High School Rd,Indianapolis,IN,none
Booker T Washington Alt Sch,https://www.homefacts.com/offender-detail/IN140026020170821/Nina-Treash.html,3707 S 7th St,Terre Haute,IN,none
Break-O-Day Elementary School,https://www.schoolfamily.com/find-a-school/school/21837-break-o-day-elementary,900 Sawmill Rd,New Whiteland,IN,none
Boonville Middle School,http://www.warrick.k12.in.us/,555 N Yankeetown Rd,Boonville,IN,none
Boonville High School,https://www.warrick.k12.in.us/schools/boonville/,300 N 1st St,Boonville,IN,none
Blackhawk Christian Elementary Sch,https://www.blackhawkchristian.org/,7400 E State Blvd,Fort Wayne,IN,none
Brentwood Elementary School,https://www.fwcs.k12.in.us/,3710 Stafford Dr,Fort Wayne,IN,none
Brebeuf Jesuit Preparatory School,https://brebeuf.org/,2801 W 86th St,Indianapolis,IN,none
Boswell Elementary School,http://boswell.polk-fl.net/,414 W Main St,Boswell,IN,none
Bremen Senior High School,https://www.bps.k12.in.us/,511 W Grant St,Bremen,IN,none
Brownstown Elementary School,https://es.btownccs.k12.in.us/,612 S Base Rd,Brownstown,IN,none
Brooks School Elementary,https://bse.hseschools.org/,12451 Brooks School Rd,Fishers,IN,none
Bremen Elementary/Middle School,https://www.bps.k12.in.us/,700 W South St,Bremen,IN,none
Brook Park Elementary School,https://brookpark.ltschools.org/,5259 N David St,Indianapolis,IN,none
Brownstown Central High School,https://hs.btownccs.k12.in.us/,500 N Elm St,Brownstown,IN,none
Bradie Shrum Elementary,http://salemschools.com/content.asp?q_areaprimaryid=4&q_areasecondaryid=4,1101 N Shelby St,Salem,IN,none
Bunche Elementary School,https://fortwayneschools.org/schools/school-pages.php?school=0151,1111 Greene St,Fort Wayne,IN,none
Bunker Hill Elementary School,http://bunkerhillpto.org/,6620 Shelbyville Rd,Indianapolis,IN,none
Brookview Elementary School,http://www.warren.k12.in.us/,1550 N Cumberland Rd,Indianapolis,IN,none
Brownstown Central Middle School,https://ms.btownccs.k12.in.us/,520 W Walnut St,Brownstown,IN,none
Brooklyn STEM Academy,https://www.summercamps.com/camp/camp-invention-at-brooklyn-elementary-school-brooklyn-indiana/,251 N Church St,Brooklyn,IN,none
Brookside School 54,https://schools.myips.org/brookside/,3150 E 10th St,Indianapolis,IN,none
Bright Elementary School,https://bes.sunmandearborn.k12.in.us/,22593 State Line Rd,Lawrenceburg,IN,none
Carrie Gosch PK Center,https://www.homefacts.com/offender-detail/IN1576745/David-Serrano.html,4001 Indianapolis Blvd,East Chicago,IN,none
CA Early Learning Center,https://childrensacademy.nafcs.k12.in.us/,1111 Pearl St,New Albany,IN,none
Career Academy High School,http://careeracademysb.com/,3801 Crescent Circle,South Bend,IN,none
Career Academy Middle School,https://careeracademysb.com/,"3801 Cresent Circle, Suite B",South Bend,IN,none
Carmel Middle School,http://schools.cms.k12.nc.us/carmelMS/Pages/Default.aspx,300 S Guilford Rd,Carmel,IN,none
Caston Elementary School,http://www.caston.k12.in.us/,Box 128,Fulton,IN,none
Caston Jr-Sr High School,http://www.caston.k12.in.us/,Box 128,Fulton,IN,none
Calvary Lutheran School,http://www.thecalvaryschool.org/,6111 Shelby St,Indianapolis,IN,none
Carroll Senior High School,http://www.carroll.k12.in.us/,2362 E SR 18,Flora,IN,none
Cardinal Ritter High School,https://cardinalritter.org/,3360 W 30th St,Indianapolis,IN,none
Camp Summit Juvenile Facility,https://www.in.gov/idoc/dys/2344.htm,2407 N 500 W,LaPorte,IN,none
Castle South Middle School,https://www.warrick.k12.in.us/schools/castlesouth/,3711 Casey Rd,Newburgh,IN,none
Calvary Christian School,http://www.go2ccs.org/,3639 S Keystone Ave,Indianapolis,IN,none
Center for Inquiry School 27,https://www.ayskids.org/blog/locations/27/,545 E 19th St,Indianapolis,IN,none
Cascade Middle School,https://www.gocadets.com/,6423 S CR 200 W,Clayton,IN,none
Bittersweet Elementary School,https://maryfrank.phmschools.org/,55860 Bittersweet,Mishawaka,IN,none
Center For Inquiry School 2,https://schools.myips.org/coldspring/,725 N New Jersey St,Indianapolis,IN,none
Carroll Elementary School,http://www.carroll.k12.in.us/,105 S 225 E,Flora,IN,none
Castle North Middle School,http://www.warrick.k12.in.us/,2800 Hwy 261,Newburgh,IN,none
Burge Terrace Christian School,https://burgeterrace.org/,9345 Brookville Rd,Indianapolis,IN,none
Castle High School,http://www.warrick.k12.in.us/,3344 Hwy 261,Newburgh,IN,none
Bridgepoint Elementary School,http://bes.gcs.k12.in.us/,420 Ewing Ln,Jeffersonville,IN,none
Carlin Park Elementary School,http://cpe.msdsteuben.k12.in.us/,800 N Williams St,Angola,IN,none
Carroll Junior High School,http://www.carroll.k12.in.us/,2362 E SR 18,Flora,IN,none
Brown County Intermediate School,http://browncountyschools.com/,260 School House Ln PO Box 157,Nashville,IN,none
Burris Laboratory School,https://burrislab.bsu.edu/,2000 University Ave,Muncie,IN,none
Charlestown Middle School,http://cms.gcs.k12.in.us/,8804 High Jackson Rd,Charlestown,IN,none
Central Catholic Jr-Sr High School,https://www.lcss.org/,2410 S 9th St,Lafayette,IN,none
Centerton Elementary School,https://nationalblueribbonschools.ed.gov/awardwinners/winning/15in448pu_centerton_elementary_school.html,6075 High St,Martinsville,IN,none
Center for Inquiry School 70,https://www.ayskids.org/blog/locations/70/,510 East 46th Street,Indianapolis,IN,none
Chesterton Senior High School,https://www.duneland.k12.in.us/chs/,2125 S 11th St,Chesterton,IN,none
Charles L Smith Arts Academy,https://www.alignable.com/martinsville-in/charles-l-smith-elementary-school,1359 E Columbus St,Martinsville,IN,none
Chapelwood Elementary School,http://bdhs.wayne.k12.in.us/,1129 N Girls Sch Rd,Indianapolis,IN,none
Central Christian Academy,http://www.ccachargers.org/,2565 Villa Ave,Indianapolis,IN,none
Charlestown Senior High School,http://chs.gcs.k12.in.us/,1 Pirate Pl,Charlestown,IN,none
Chapel Glen Elementary School,http://bdhs.wayne.k12.in.us/,701 Lansdowne Rd,Indianapolis,IN,none
Charles Elementary School,http://www.rcs.k12.in.us/,2400 Reeveston Rd,Richmond,IN,none
Central Lutheran School,http://www.cluth.org/,900 Green Street,New Haven,IN,none
Calumet Christian School,http://calumetchristian.org/,PO Box 129,Griffith,IN,none
Charles N Scott Middle School,http://www.sch-sms.ss4.sharpschool.com/cms/One.aspx,3635 173rd St,Hammond,IN,none
Central Elementary School,https://www.ci.valparaiso.in.us/690/Central-Elementary-School,653 Hayes Leonard Rd,Valparaiso,IN,none
Central Noble Elementary School,http://www.centralnoble.k12.in.us/,202 Cougar Ct,Albion,IN,none
Central Christian School,https://centralchristianfortwayne.org/,5801 Schwartz Rd,Fort Wayne,IN,none
Central Catholic School,http://centralcatholicindy.org/,1155 E Cameron,Indianapolis,IN,none
Central Elementary School,http://www.bgcs.k12.in.us/central-home,1000 Main St,Beech Grove,IN,none
Charles A Tindley Accelerated Sch,https://www.tindley.org/,3960 Meadows Dr,Indianapolis,IN,none
Charles Warren Fairbanks Sch 105,https://schools.myips.org/coldspring/,8620 Montery Rd,Indianapolis,IN,none
Central Noble Primary School,http://www.centralnoble.k12.in.us/,Box 67,Wolf Lake,IN,none
Chapel Hill 7th & 8th Grade Center,https://chc.wayne.k12.in.us/,7320 W 10th St,Indianapolis,IN,none
Centerville Sr High School,http://www.centerville.k12.in.us/,507 Willow Grove Rd,Centerville,IN,none
Central Noble Junior Senior HS,http://www.centralnoble.k12.in.us/,302 Cougar Ct,Albion,IN,none
Chandler Elementary School,https://chandler.goshenschools.org/,419 S 8th St,Goshen,IN,none
Chamberlain Elementary School,https://chamberlain.goshenschools.org/,428 N 5th St,Goshen,IN,none
Christel House Academy West,http://www.chacademy.org/,55 N Tibbs Ave,Indianapolis,IN,none
Claypool Elementary School,http://www.warsaw.k12.in.us/,2024 W 700 S,Claypool,IN,none
Christel House Academy South,http://www.chacademy.org/,2717 S East St,Indianapolis,IN,none
Capitol City SDA Church School,http://ccitysda.org/,2143 Boulevard Pl,Indianapolis,IN,none
Christel House DORS,https://christelhouse.org/our-schools/indianapolis-dors-south/,2717 S East St,Indianapolis,IN,none
Clarksville Middle School,http://cms.hcpss.org/,101 Ettel Ln,Clarksville,IN,none
Christ The King School,http://www.ctk-indy.org/,5884 N Crittenden Ave,Indianapolis,IN,none
Clear Creek Christian School,http://www.cccschool.com/,530 Church Lane,Bloomington,IN,none
Columbia Elementary School,http://columbia.zebras.net/,1502 Elm St Box 108,Rochester,IN,none
Clark County Middle/High School,http://ccmhs.gcs.k12.in.us/,2710 E 10th St,Jeffersonville,IN,none
Center Grove High School,https://centergrovebands.com/,2717 S Morgantown Rd,Greenwood,IN,none
Christian Academy of Indiana,http://caschools.us/,1000 Academy Dr,New Albany,IN,none
College Corner Union Elementary School,https://www.uc.k12.in.us/,230 Ramsey St,College Corner,OH,none
Clarksville Elementary School,http://ces.hcpss.org/,700 N Randolph Ave,Clarksville,IN,none
Centerville-Abington Elementary School,http://www.centerville.k12.in.us/,200-300 W South St,Centerville,IN,none
Cleveland Elementary School,http://elkhart.k12.in.us/clevelandes/,53403 CR 1 N,Elkhart,IN,none
Colonial Christian School,http://www.ccsindy.org/,8140 Union Chapel Rd,Indianapolis,IN,none
Clinton Christian School,http://www.ccsgoshen.org/,61763 CR 35,Goshen,IN,none
Clinton Young Elementary School,http://www.perryschools.org/,5740 McFarland Rd,Indianapolis,IN,none
Canaan Community Academy,https://www.canaancommunityacademy.org/,PO Box  20,Canaan,IN,none
Brown County Junior High,http://browncountyschools.com/,PO Box 578,Nashville,IN,none
Cold Spring School,https://schools.myips.org/coldspring/,3650 Cold Spring Rd,Indianapolis,IN,none
Circle City Prep Charter School,https://www.circlecityprep.org/,4002 N Franklin Road,Indianapolis,IN,none
Christ The King School,http://school.christthekingonline.com/,52473 SR 933,South Bend,IN,none
Clarence Farrington School 61,https://schools.myips.org/coldspring/,4326 Patricia St,Indianapolis,IN,none
Blue River Valley Jr-Sr High Sch,https://brv.k12.in.us/,Box 249,Mount Summit,IN,none
Blue River Valley Elementary Sch,https://brv.k12.in.us/,Box 187,Mount Summit,IN,none
Christian Park School 82,https://schools.myips.org/christianpark/,4700 English Ave,Indianapolis,IN,none
Corydon Intermediate School,https://www.shcsc.k12.in.us/,100 High School Rd,Corydon,IN,none
Corydon Elementary School,https://www.shcsc.k12.in.us/,125 Beechmont Dr,Corydon,IN,none
Community Christian School,http://ccsrichmond.com/,PO Box 1393,Richmond,IN,none
Covington Christian School,https://www.covingtonchristian.org/,PO Box 267,Covington,IN,none
Concord Community High School,http://www.concord.k12.in.us/high-school,59117 Minuteman Way,Elkhart,IN,none
Corydon Central Jr High School,https://www.shcsc.k12.in.us/corydon-central-jr-high/,377 Country Club Rd,Corydon,IN,none
Covenant Christian School,https://covenantchristian.org/,4000 E Moores Crk Rd,Bloomington,IN,none
Covenant Christian High School,http://www.cchrhs.org/,PO Box 430,DeMotte,IN,none
Cooks Corners Elementary School,http://valparaisocces.ss10.sharpschool.com/cms/One.aspx,358 Bullseye Lake Rd,Valparaiso,IN,none
Covenant Christian School,https://covenantchristian.school/,54790 Fir Rd,Mishawaka,IN,none
Community Baptist Christian School,http://cbcougars.com/,5715 Miami,South Bend,IN,none
Corydon Central High School,https://www.shcsc.k12.in.us/corydon-central-high/,375 Country Club Rd,Corydon,IN,none
Covington Middle School,https://www.austinisd.org/,514 Railroad St,Covington,IN,none
Cornerstone College Prep Sch,https://www.cornerstonecollegeprep.org/,PO Box 11363,Fort Wayne,IN,none
Concord Junior High School,https://www.concord.k12.in.us/,59397 CR 11 S,Elkhart,IN,none
Converse Elementary School,https://school.judsonisd.org/Converse.cfm,Box 489,Converse,IN,none
Concord Intermediate School,https://www.concord.k12.in.us/,59197 CR 13 S,Elkhart,IN,none
Corpus Christi School,https://corpuschristischoolevansville.org/,5530 Hogue Rd,Evansville,IN,none
Brown County High School,http://browncountyschools.com/,235 School House Lane PO Box 6,Nashville,IN,none
Community Montessori,http://www.shiningminds.com/,4102 St Joseph Rd,New Albany,IN,none
Covenant Christian High School,http://covenantchristian.org/,7525 W 21st St,Indianapolis,IN,none
Covington Elementary School,http://covingtonelementary.stpsb.org/,1110 7th St,Covington,IN,none
Concord West Side Elementary School,https://www.concord.k12.in.us/,230 W Mishawaka Rd,Elkhart,IN,none
Concord Ox-Bow Elementary School,https://www.concord.k12.in.us/,23525 CR 45,Elkhart,IN,none
Concord South Side Elementary Sch,https://www.concord.k12.in.us/,23702 Arlene Ave,Elkhart,IN,none
Concord East Side Elementary Sch,https://www.concord.k12.in.us/,57156 CR 13 S,Elkhart,IN,none
Cornerstone Baptist Academy,https://www.cbacademy.net/,10701 E 56th St,Indianapolis,IN,none
Cortland Elementary School,http://www.scsc.k12.in.us/,6687 N CR 400 E,Seymour,IN,none
Columbus Christian School Inc,http://columbus-christian.org/,3170 Indiana Ave,Columbus,IN,none
Covington Community High School,http://www.covington.k12.in.us/,1017 6th St,Covington,IN,none
Corpus Christi School,https://www.corpuschristisb.org/,2817 Corpus Christi Dr,South Bend,IN,none
Crooked Creek Elementary School,https://cc.msdwt.k12.in.us/,2150 Kessler Blvd W Dr,Indianapolis,IN,none
Damar Charter Academy,https://www.damarcharteracademy.org/,5125 Decatur Blvd Ste D,Indianapolis,IN,none
Damar Academy,https://www.damarcharteracademy.org/,6067 Decatur Blvd,Indianapolis,IN,none
Crothersville Elementary School,http://www.crothersville.net/school1.htm,109 S Preston St,Crothersville,IN,none
Crothersville Jr-Sr High School,http://crothersville.k12.in.us/Jr-Sr_High.html,109 N Preston St,Crothersville,IN,none
DeKalb High School,http://dhs.dekalbcentral.net/home,3424 CR 427,Waterloo,IN,none
Decatur Middle School,http://www.decaturproud.org/,5108 S High School Rd,Indianapolis,IN,none
Cross Street Christian School,https://www.crossst.org/,2318 W Cross St,Anderson,IN,none
Daniel Hale Williams Elementary Sch,https://www.schoolfamily.com/find-a-school/school/22114-dunbar-pulaski-middle-school,1320 E 19th Ave,Gary,IN,none
Decatur Twp School for Excellence,http://www.decaturproud.org/,5106 S High School Rd,Indianapolis,IN,none
Crestview Elementary School,https://crestview.ltschools.org/,7600 E 71st St,Indianapolis,IN,none
Curtis Wilson Primary School,http://www.cwpsa.com/,7850 S Emerson Ave,Indianapolis,IN,none
Deerfield Elementary School,http://wchs.rc.k12.in.us/,213 W SR 28,Ridgeville,IN,none
Davis Park Elementary School,http://metadot.vigoschools.org/metadot/index.pl?id=2968,310 S 18th St,Terre Haute,IN,none
Creston Middle School,http://creston.warren.k12.in.us/,10925 E Prospect St,Indianapolis,IN,none
Cumberland Road Elementary School,https://cre.hseschools.org/,13535 Cumberland Rd,Fishers,IN,none
Dana Christian School,http://danachristianschool.org/,PO Box 680,Dana,IN,none
Culver Community Middle/High Sch,https://www.culver.k12.in.us/,701 School,Culver,IN,none
Decatur Central High School,https://dchawks.com/,5251 Kentucky Ave,Indianapolis,IN,none
Crosspointe Christian Academy,https://www.crosspointeacademy.com/,220 Country Club Rd,Indianapolis,IN,none
Creston Intermediate Academy,http://creston.warren.k12.in.us/,10925 E Prospect St,Indianapolis,IN,none
Crossroad Child & Family Services,https://www.crossroad-fwch.org/,2525 Lake Ave,Fort Wayne,IN,none
Culver Elementary School,https://www.culver.k12.in.us/,401 School,Culver,IN,none
Crestdale Elementary School,http://www.rcs.k12.in.us/,701 Crestdale Drive,Richmond,IN,none
Crispus Attucks Medical Magnet HS,https://schools.myips.org/crispusattucks/,1140 Dr M Luther King Jr St,Indianapolis,IN,none
Daniel Webster School 46,https://schools.myips.org/danielwebster/,1450 S Reisner,Indianapolis,IN,none
Dubois Elementary School,http://www.sps186.org/schools/dubois/,5533 E St Raphael St Box 5A,Dubois,IN,none
Dept of Correction Adult Schools,https://www.in.gov/idoc/2319.htm,302 W Washington St,Indianapolis,IN,none
DeMotte Christian School,http://www.dmchr.org/,PO Box 430,Demotte,IN,none
Dennis Intermediate School,http://www.rcs.k12.in.us/schools/middle-schools/dennis,222 NW 7th St,Richmond,IN,none
Dugger Union Community School Corp,http://duggerunionschools.org/,7356 E County Road 50 S,Dugger,IN,none
East Chicago Lighthouse,https://www.lighthouse-academies.org/schools/eclcs/,3916 Pulaski,East Chicago,IN,none
East Jay County Middle School,https://schoollunch.menu/menu/east-jay-county-middle-school-portland-47371/,225 E Water St,Portland,IN,none
Dillsboro Elementary School,http://www.sdcsc.k12.in.us/,13200 North St,Dillsboro,IN,none
Delaware Christian Academy,http://dcamuncie.wixsite.com/home#!,8400 E 400 N,Muncie,IN,none
East Crawford Elementary School,https://www.schoolfamily.com/find-a-school/school/165429-east-crawford-elementary-school,518 Speed Rd,Milltown,IN,none
Early Learning Center,https://www.bloomington.k12.mn.us/early-learning,401 East Miller Drive,Bloomington,IN,none
Dollens Elementary School,https://www.nlcs.k12.in.us/lincoln/,903 Hoosier Ave,Oolitic,IN,none
Discovery Charter School,http://www.discoverycharter.org/,800 Canonie Dr,Porter,IN,none
Centerville-Abington Jr High Sch,http://www.centerville.k12.in.us/,509 Willow Grove Rd,Centerville,IN,none
Discovery Middle School,https://maryfrank.phmschools.org/,10050 Brummitt Rd,Granger,IN,none
Early Learning Center,https://earlylearningin.org/,6501 Sunnyside Rd,Indianapolis,IN,none
East Chicago Urban Enterprise Acad,https://www.ecuea.com/,1402 E Chicago Ave,East Chicago,IN,none
Douglas MacArthur Elementary Sch,http://www.perryschools.org/,454 E Stop 11 Rd,Indianapolis,IN,none
Durbin Elementary School,https://fjh.hseschools.org/,18000 Durbin Rd,Noblesville,IN,none
East Central High School,https://ses.sunmandearborn.k12.in.us/,"1 Trojan Pl, Suite A",St Leon,IN,none
Dixie Bee Elementary School,http://metadot.vigoschools.org/metadot/index.pl?id=2971,1655 E Jessica Dr,Terre Haute,IN,none
Community Youth Services,https://www.rcs.k12.in.us/schools/special-programs/cys,315 NW 3rd St,Richmond,IN,none
Crown Point Christian School,http://www.crownpointchristian.org/,10550 Park Place,St John,IN,none
Deming Elementary School,http://metadot.vigoschools.org/metadot/index.pl?id=2969,1750 8th Av,Terre Haute,IN,none
Eaton Elementary School,http://www.eaton.k12.co.us/eaton-elementary,200 N E Union St-PO Box 497,Eaton,IN,none
Eisenhower Elementary School,http://www.warsaw.k12.in.us/,1900 S County Farm Rd,Warsaw,IN,none
Eden Elementary School,http://eden.gcsc.k12.in.us/,8185 N SR 9,Greenfield,IN,none
Eastern Middle School,https://www.eastern.k12.in.us/,421 South Harrison Street,Greentown,IN,none
Eastern High School,https://www.eastern.k12.in.us/,421 S Harrison St,Greentown,IN,none
Eastside Junior-Senior High School,http://www.dekalbeastern.com/eastside/,603 E Green St,Butler,IN,none
Eastern Elementary School,https://www.eastern.k12.in.us/,308 S Harrison St,Greentown,IN,none
Eastwood Elementary School,http://elkhart.k12.in.us/eastwoodes/,2605 CR 15 N,Elkhart,IN,none
Edgewood Early Childhood Center,https://www.schoolfamily.com/find-a-school/statistics/22785-edgewood-early-childhood-center,8045 W SR 46,Ellettsville,IN,none
Elberfeld Elementary School,http://warrickschools.com/,45 S Fifth St,Elberfeld,IN,none
Eastwood Middle School,https://ew.msdwt.k12.in.us/,4401 E 62nd St,Indianapolis,IN,none
Eastbrook Junior High School,http://eastbrook.k12.in.us/,560 S 900 E,Marion,IN,none
Eastridge Elementary School,http://eastridge.warren.k12.in.us/,10930 E 10th St,Indianapolis,IN,none
Eastbrook South Elementary,http://eastbrook.k12.in.us/,694 S Second St,Upland,IN,none
Edgewood Middle School,http://edgewood.warsaw.k12.in.us/,900 S Union,Warsaw,IN,none
Eastbrook North Elementary,http://eastbrook.k12.in.us/,504 S First St,Van Buren,IN,none
Edgewood Primary School,http://www.rbbcsc.k12.in.us/,7700 W Reeves Rd,Bloomington,IN,none
East Tipp Middle School,https://psftc.org/,7501 E 300 N,Lafayette,IN,none
Eastlawn Elementary School,http://www.tlschools.com/,47 S 1300 E,Burnettsville,IN,none
Edgewood High School,http://www.rbbcsc.k12.in.us/ehs-home,601 S Edgewood Dr,Ellettsville,IN,none
Eastern Pulaski Elementary School,http://www.epulaski.k12.in.us/,815 School Dr,Winamac,IN,none
Emma Donnan Middle School,https://www.emmadonnan.org/,1202 E Troy Ave,Indianapolis,IN,none
Excel Center - Clarksville,https://www.in.gov/icsb/2401.htm,1329 Applegate Lane,Clarksville,IN,none
Eastbrook High School,http://eastbrook.k12.in.us/,560 S 900 E,Marion,IN,none
Emma Donnan Elementary School,https://www.emmadonnan.org/,1202 East Troy Avenue,Indianapolis,IN,none
Especially Kidz Health & Rehab Cnt,https://www.ncsasports.org/mens-basketball-recruiting/indiana/shelbyville,2003 S Miller St,Shelbyville,IN,none
Excel Center - Muncie,https://www.in.gov/icsb/2416.htm,TBD,Muncie,IN,none
Excel Center - Hammond,https://www.in.gov/icsb/2405.htm,3438 169th Street,Hammond,IN,none
Excel Center - Lafayette,https://www.in.gov/icsb/2414.htm,615 N 18th St 2nd Floor,Lafayette,IN,none
Excel Center - Gary,https://secure.in.gov/icsb/2429.htm,3710 Clark Rd,Gary,IN,none
Excel Center - Noblesville,https://www.noblesvillechamber.com/list/member/the-excel-center-noblesville-5748,300 N 17 St,Noblesville,IN,none
Eminence Jr-Sr High School,https://www.eminence.k12.in.us/,PO Box 105 6760 N SR 42,Eminence,IN,none
Elmwood Primary Learning Center,http://www.peru.k12.in.us/,515 N Wayne St,Peru,IN,none
Elder W Diggs School 42,http://www.igniteindy.org/,1002 W 25th St,Indianapolis,IN,none
Elkhart Alternative Education,http://www.elkhartcountybiz.com/events/the-tls-alternative/,1013 Tipton Street,Elkhart,IN,none
Excel Center - Anderson,https://www.in.gov/icsb/2399.htm,630 Nichols Ave,Anderson,IN,none
Elkhart Memorial High School,http://elkhart.k12.in.us/memorialhs/,2608 California Rd,Elkhart,IN,none
Enlace Academy,http://www.enlaceacademy.org/,3725 Kiel Avenue,Indianapolis,IN,none
Elkhart Central High School,http://elkhart.k12.in.us/centralhs,1 Blazer Blvd,Elkhart,IN,none
Elwood Jr-Sr High School,http://www.elwood.k12.in.us/,1137 N 19th St,Elwood,IN,none
Edgewood Intermediate School,http://www.rbbcsc.k12.in.us/,7600 W Reeves Rd,Bloomington,IN,none
Excel Center - Kokomo,https://excelcenter.org/campus/kokomo/,101 W Superior St,Kokomo,IN,none
Evansville Day School,https://evansvilledayschool.org/,3400 N Green River Rd,Evansville,IN,none
Emmanuel Baptist Academy,http://www.ebcsh.org/,760 McCool Road,Valparaiso,IN,none
Country Meadow Elementary School,http://cm.dekalbcentral.net/home,PO Box 9,Ashley,IN,none
Emmons Elementary School,http://scm.mishawaka.k12.in.us/mhs/,1306 S Main St,Mishawaka,IN,none
Excel Center - Lafayette Square,https://excelcenter.org/,6000 W 34th St,Indianapolis,IN,none
Erskine Elementary School,http://erskine.cr.k12.ia.us/,811 W 60th St,Anderson,IN,none
Ernest R Elliott Elementary School,https://www.munster.us/,8718 White Oak Ave,Munster,IN,none
Emmaus Lutheran School,https://www.emmauslutheranschool.org/,1224 Laurel,Indianapolis,IN,none
Elkhart Christian Academy,https://www.elkhartchristian.org/,25943 CR 22 E,Elkhart,IN,none
Edgewood Junior High School,http://www.rbbcsc.k12.in.us/ejhs-home,851 W Edgewood Dr,Ellettsville,IN,none
Emmerich Manual High School,https://www.emmerichmanualhs.org/,2405 Madison Ave,Indianapolis,IN,none
Evansville Lutheran School,http://evansvillelutheranschool.com/,111 E Virginia Street,Evansville,IN,none
Elwood Elementary School,http://www.elwood.k12.in.us/,940 N 19th St,Elwood,IN,none
Eman Schools,http://www.emanschool.net/,11965 Allisonville Rd,Fishers,IN,none
Emmanuel St Michael Lutheran Sch,https://www.esmeagles.com/,1123 Union St,Fort Wayne,IN,none
Elkhart Area Career Center,http://elkhart.k12.in.us/eacc,2424 California Rd,Elkhart,IN,none
Elwood Intermediate School,http://www.elwood.k12.in.us/,1207 N 19th St,Elwood,IN,none
Excel Center - Richmond,https://excelcenter.org/,1635 W Michigan St,Indianapolis,IN,none
Emmaus Lutheran School,http://www.emmauslutheranfw.org/Home.aspx,8626 Covington Rd,Fort Wayne,IN,none
Emerson Elementary School,http://emerson.scsc.k12.in.us/,500 Emerson Dr,Seymour,IN,none
Evansville Christian Sch Newburgh,https://evansvillechristian.org/,4400 Lincoln Ave,Evansville,IN,none
Elm Road Elementary School,https://elmroad.phmschools.org/,59400 Elm Rd,Mishawaka,IN,none
Elsie Rogers Elementary School,https://elsierogers.phmschools.org/,56219 Currant Rd,Mishawaka,IN,none
Fort Branch Community School,https://www.sgibson.k12.in.us/,7670 S Eastview Ln,Fort Branch,IN,none
Fall Creek Junior High,https://fcj.hseschools.org/,12001 Olio Road,Fishers,IN,none
Fishers Christian Academy,http://www.fisherschristianacademy.org/,9587 E 131st St,Fishers,IN,none
Excel Center - South Bend,https://excelatgoodwill.org/,2721 Kenwood Avenue,South Bend,IN,none
Evansville Christian School,https://evansvillechristian.org/,4400 Lincoln Ave,Evansville,IN,none
Fishers Junior High School,https://fjh.hseschools.org/,13257 Cumberland Rd,Fishers,IN,none
Floyd Central High School,https://fchs.nafcs.k12.in.us/,6575 Old Vincennes Rd,Floyd Knobs,IN,none
Fishers Elementary School,https://fes.hseschools.org/,11442 Lantern Rd,Fishers,IN,none
Excel Center - University Heights,https://excelcenter.org/campus/south/,3919 Madison Ave,Indianapolis,IN,none
Four County Area Voc Coop,http://www.fourcounty.net/,1607 E Dowling St,Kendallville,IN,none
Fishers High School,https://fhs.hseschools.org/,13000 Promise Rd,Fishers,IN,none
Forest Hills Spec Educ Coop,https://www.ncsasports.org/football-recruiting/indiana/ellettsville,8045 W SR 46,Ellettsville,IN,none
