WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.Lead_ID,Input.Website,Input.Company,Input.Google_Search_Name,Answer.Industry,Answer.Sub-Industry,Answer.Website Found in,Approve,Reject
A2HS7Q2MMN5MME,Approved,Tue Aug 14 17:53:52 PDT 2018,Tue Aug 14 17:53:55 PDT 2018,Tue Aug 21 17:53:55 PDT 2018,Wed Aug 15 09:18:46 PDT 2018,,,3,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K0cneEAB,http://www.genthermcsz.com/,Cincinnati Sub-Zero,Cincinnati Sub-Zero Bloomberg company profile,Air Compressor Manufacturers,Air Compressor Manufacturers,https://www.manta.com/c/mx8cvtt/cincinnati-sub-zero,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 17:37:00 PDT 2018,Tue Aug 14 17:37:03 PDT 2018,Tue Aug 21 17:37:03 PDT 2018,Wed Aug 15 09:17:42 PDT 2018,,,3,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001Jz5QiEAJ,http://burlesons-honey.com,Burleson's Inc,Burleson's Inc Bloomberg company profile,Air Conditioning Contractors,Air Conditioning Contractors,https://www.manta.com/c/mmnvj6t/burleson-services-inc,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 16:28:49 PDT 2018,Tue Aug 14 16:30:14 PDT 2018,Tue Aug 21 16:30:14 PDT 2018,Wed Aug 15 09:17:53 PDT 2018,,,85,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001JiAukEAF,http://www.billypugh.com/,Billy Pugh Co,Billy Pugh Co Bloomberg company profile,Air Conditioning Contractors,Air Conditioning Contractors,https://www.manta.com/c/mm28h44/billy-pugh-co,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 18:49:08 PDT 2018,Tue Aug 14 18:49:10 PDT 2018,Tue Aug 21 18:49:10 PDT 2018,Wed Aug 15 09:20:56 PDT 2018,,,2,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K0cxlEAB,http://colonialwebb.com/,ColonialWebb,ColonialWebb Bloomberg company profile,Air Conditioning Repairs,Air Conditioning Repairs,https://www.manta.com/c/mm0t7ll/comfort-systems-usa,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 19:08:10 PDT 2018,Tue Aug 14 19:08:13 PDT 2018,Tue Aug 21 19:08:13 PDT 2018,Wed Aug 15 09:20:57 PDT 2018,,,3,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001JiAxHEAV,http://www.camtechmachine.com,"Camtech, Inc.","Camtech, Inc. Bloomberg company profile",Air Intake Systems Manufacturers,Air Intake Systems Manufacturers,https://www.manta.com/c/mmdn40l/camtech-inc,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 19:09:13 PDT 2018,Tue Aug 14 19:09:16 PDT 2018,Tue Aug 21 19:09:16 PDT 2018,Wed Aug 15 09:21:39 PDT 2018,,,3,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K0cyNEAR,http://www.commandtec.net,Command Technology Inc,Command Technology Inc Bloomberg company profile,Aircraft Components Manufacturers,Aircraft Components Manufacturers,https://www.manta.com/c/mmqdq6z/command-technology,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 17:50:04 PDT 2018,Tue Aug 14 17:50:06 PDT 2018,Tue Aug 21 17:50:06 PDT 2018,Wed Aug 15 09:18:20 PDT 2018,,,2,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001JiAxbEAF,http://www.centuryflight.com/,"Century Flight Systems, Inc.","Century Flight Systems, Inc. Bloomberg company profile",Aircraft Engines and Engine Parts Manufacturers,Aircraft Engines and Engine Parts Manufacturers,https://www.manta.com/c/mm67b25/century-flight-systems-inc,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 19:08:44 PDT 2018,Tue Aug 14 19:08:47 PDT 2018,Tue Aug 21 19:08:47 PDT 2018,Wed Aug 15 09:19:02 PDT 2018,,,3,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K0d0UEAR,http://www.connstep.org,CONNSTEP,CONNSTEP Bloomberg company profile,"Aircraft Parts and Auxiliary Equipment, NEC","Aircraft Parts and Auxiliary Equipment, NEC",https://www.manta.com/c/mm0g087/gar-kenyon-aerospace-and-defense,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 19:41:40 PDT 2018,Tue Aug 14 19:41:42 PDT 2018,Tue Aug 21 19:41:42 PDT 2018,Wed Aug 15 09:22:27 PDT 2018,,,2,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K18vfEAB,https://www.dfwairport.com/board/index.php,DFW International Airport Board,DFW International Airport Board Bloomberg company profile,Airline Companies,Airline Companies,https://www.manta.com/c/mm6l68m/china-cargo-airlines,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 18:04:28 PDT 2018,Tue Aug 14 18:04:29 PDT 2018,Tue Aug 21 18:04:29 PDT 2018,Wed Aug 15 09:15:20 PDT 2018,,,1,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K0ce9EAB,http://www.bcaanet.org,Bucks County Airport Authority,Bucks County Airport Authority Bloomberg company profile,"Airport Leasing, If Not Operating Airport","Airport Leasing, If Not Operating Airport",https://www.manta.com/c/mmjl7l6/bucks-county-airport-authority,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 18:52:56 PDT 2018,Tue Aug 14 18:52:58 PDT 2018,Tue Aug 21 18:52:58 PDT 2018,Wed Aug 15 09:21:48 PDT 2018,,,2,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K0cuuEAB,http://www.fly-lit.com/,Clinton National Airport,Clinton National Airport Bloomberg company profile,Airports,Airports,https://www.manta.com/c/mm2pgn1/little-rock-national-airport,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 18:18:24 PDT 2018,Tue Aug 14 18:18:25 PDT 2018,Tue Aug 21 18:18:25 PDT 2018,Wed Aug 15 09:21:49 PDT 2018,,,1,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K0cmnEAB,http://www.flyrfd.com,Chicago Rockford International Airport,Chicago Rockford International Airport Bloomberg company profile,Airports,Airports,https://www.manta.com/c/mm28w44/chicago-rockford-international-arprt,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 18:59:32 PDT 2018,Tue Aug 14 18:59:35 PDT 2018,Tue Aug 21 18:59:35 PDT 2018,Wed Aug 15 09:18:41 PDT 2018,,,3,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K0d02EAB,http://www.concordinc.com,Concord Creative,Concord Creative Bloomberg company profile,Albums (Photo) and Scrapbooks,Albums (Photo) and Scrapbooks,https://www.manta.com/c/mm3q790/creative-scrapbooking-inc,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 19:08:41 PDT 2018,Tue Aug 14 19:08:44 PDT 2018,Tue Aug 21 19:08:44 PDT 2018,Wed Aug 15 09:21:03 PDT 2018,,,3,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K0clyEAB,http://www.pravdavodka.com,"Charles Jacquin et Cie., Inc.","Charles Jacquin et Cie., Inc. Bloomberg company profile",Alcoholic Cordials,Alcoholic Cordials,https://www.manta.com/c/mmbqw25/charles-jacquin-et-cie-inc,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 19:19:39 PDT 2018,Tue Aug 14 19:19:41 PDT 2018,Tue Aug 21 19:19:41 PDT 2018,Wed Aug 15 09:25:10 PDT 2018,,,2,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001Jz5XUEAZ,http://www.cityofdenison.com,Denison Industries,Denison Industries Bloomberg company profile,Aluminum Brass and Bronze Foundries,Aluminum Brass and Bronze Foundries,https://www.manta.com/c/mmdj8sc/denison-industries-inc,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 19:44:09 PDT 2018,Tue Aug 14 19:44:11 PDT 2018,Tue Aug 21 19:44:11 PDT 2018,Wed Aug 15 09:25:22 PDT 2018,,,2,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K0dBNEAZ,http://dolphincasting.com/,DOLPHIN PRECISION INVESTMENT CASTINGS,DOLPHIN PRECISION INVESTMENT CASTINGS Bloomberg company profile,Aluminum Brass and Bronze Foundries,Aluminum Brass and Bronze Foundries,https://www.manta.com/c/mm2xc24/dolphin-inc,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 17:49:43 PDT 2018,Tue Aug 14 17:49:45 PDT 2018,Tue Aug 21 17:49:45 PDT 2018,Wed Aug 15 09:18:09 PDT 2018,,,2,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001JiAvpEAF,http://chdiecasting.com,"C&H Die Casting, Inc.","C&H Die Casting, Inc. Bloomberg company profile",Aluminum Die Castings Manufacturers,Aluminum Die Castings Manufacturers,https://www.manta.com/c/mm67fwy/c-h-die-casting,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 19:17:54 PDT 2018,Tue Aug 14 19:17:56 PDT 2018,Tue Aug 21 19:17:56 PDT 2018,Wed Aug 15 09:22:07 PDT 2018,,,2,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K0d1dEAB,https://www.corporateunited.com/,"Corporate United, an OMNIA Partner","Corporate United, an OMNIA Partner Bloomberg company profile",Ambulatory Surgical Centers,Ambulatory Surgical Centers,https://www.manta.com/c/mm7mgsm/united-surgical-partners-international-inc,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 18:46:23 PDT 2018,Tue Aug 14 18:46:26 PDT 2018,Tue Aug 21 18:46:26 PDT 2018,Wed Aug 15 09:15:00 PDT 2018,,,3,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K0cdoEAB,http://www.enviro-stewards.com/,Bruce Taylor,Bruce Taylor Bloomberg company profile,Amusement Services,Commercial Art Galleries,https://www.manta.com/c/mm4n0yf/the-taylor-bruce-gallery,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 18:47:14 PDT 2018,Tue Aug 14 18:47:16 PDT 2018,Tue Aug 21 18:47:16 PDT 2018,Wed Aug 15 09:19:06 PDT 2018,,,2,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K0ci0EAB,http://www.camplaurelwood.org,Camp Laurelwood,Camp Laurelwood Bloomberg company profile,Amusement Services,Day Camps,https://www.manta.com/c/mm2lfp6/camp-laurel-wood-incorporated,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 18:47:03 PDT 2018,Tue Aug 14 18:47:06 PDT 2018,Tue Aug 21 18:47:06 PDT 2018,Wed Aug 15 09:18:42 PDT 2018,,,3,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K0chaEAB,http://www.callawaygolf.com,Callaway Golf,Callaway Golf Bloomberg company profile,Amusement Services,Golf Instructors,https://www.manta.com/c/mhxhwd1/callaway-golf,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 19:17:38 PDT 2018,Tue Aug 14 19:17:40 PDT 2018,Tue Aug 21 19:17:40 PDT 2018,Wed Aug 15 09:21:38 PDT 2018,,,2,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K0d17EAB,http://www.cgv.com/dyn/directions,Cooper-Garrod Estate Vineyards,Cooper-Garrod Estate Vineyards Bloomberg company profile,Amusement Services,Stables,https://www.manta.com/c/mmfn7bx/cooper-garrod-estate-vineyards,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 19:17:57 PDT 2018,Tue Aug 14 19:18:00 PDT 2018,Tue Aug 21 19:18:00 PDT 2018,Wed Aug 15 09:18:44 PDT 2018,,,3,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001Jz5TJEAZ,https://chalcohillsanimalhospital.com/,Chalco Hills Animal Hospital Veterinarians,Chalco Hills Animal Hospital Veterinarians Bloomberg company profile,Animal Hospitals,Animal Hospitals,https://www.manta.com/c/mmft3wk/west-hills-animal-hospital-24hr-emergency-center,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 19:15:07 PDT 2018,Tue Aug 14 19:15:10 PDT 2018,Tue Aug 21 19:15:10 PDT 2018,Wed Aug 15 09:21:37 PDT 2018,,,3,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K0ciUEAR,http://www.capproducts.com,Cap Products LTD.,Cap Products LTD. Bloomberg company profile,Apparel,"Hats, Caps, and Millinery",https://www.manta.com/mb_35_B016102T_000/baseball_caps,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 14:46:18 PDT 2018,Tue Aug 14 14:46:25 PDT 2018,Tue Aug 21 14:46:25 PDT 2018,Wed Aug 15 09:10:45 PDT 2018,,,7,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001IMqIaEAL,ammeraalbeltech.com,Ammeraal Beltech,Ammeraal Beltech Bloomberg company profile,Apparel & Textile Products,"Apparel, Footwear & Acc Design",https://www.bloomberg.com/profiles/companies/1398458Z:SW-ammeraal-beltech-ag,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 17:31:10 PDT 2018,Tue Aug 14 17:31:14 PDT 2018,Tue Aug 21 17:31:14 PDT 2018,Wed Aug 15 09:15:34 PDT 2018,,,4,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K0cb4EAB,http://www.boathouse.com,Boathouse Sports,Boathouse Sports Bloomberg company profile,Apparel & Textile Products,"Apparel, Footwear & Acc Design",https://www.bloomberg.com/profiles/companies/7590771Z:US-boathouse-sports,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 17:33:09 PDT 2018,Tue Aug 14 17:33:13 PDT 2018,Tue Aug 21 17:33:13 PDT 2018,Wed Aug 15 09:17:32 PDT 2018,,,4,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K0cbBEAR,http://www.bodekandrhodes.com/,"Bodek and Rhodes, Inc","Bodek and Rhodes, Inc Bloomberg company profile",Apparel & Textile Products,"Apparel, Footwear & Acc Design",https://www.bloomberg.com/profiles/companies/0120636D:US-bodek-&-rhodes-inc,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 17:39:13 PDT 2018,Tue Aug 14 17:39:16 PDT 2018,Tue Aug 21 17:39:16 PDT 2018,Wed Aug 15 09:18:17 PDT 2018,,,3,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001HpQobEAF,,Carhartt,Carhartt Bloomberg company profile,Apparel & Textile Products,"Apparel, Footwear & Acc Design",https://www.bloomberg.com/profiles/companies/0059242D:US-carhartt-inc,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 18:15:11 PDT 2018,Tue Aug 14 18:15:16 PDT 2018,Tue Aug 21 18:15:16 PDT 2018,Wed Aug 15 09:21:22 PDT 2018,,,5,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001ILVguEAH,,Cheer Pack,Cheer Pack Bloomberg company profile,Apparel & Textile Products,"Apparel, Footwear & Acc Design",https://www.bloomberg.com/profiles/companies/1394921D:HK-sky-cheer-international-ltd,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 15:05:20 PDT 2018,Tue Aug 14 15:05:23 PDT 2018,Tue Aug 21 15:05:23 PDT 2018,Wed Aug 15 09:11:36 PDT 2018,,,3,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001ILVgSEAX,http://www.amatex.com,Amatex Corp.,Amatex Corp. Bloomberg company profile,Apparel & Textile Products,Textile & Textile Products,https://www.bloomberg.com/profiles/companies/9928008Z:US-amatex-corp,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 15:12:13 PDT 2018,Tue Aug 14 15:12:19 PDT 2018,Tue Aug 21 15:12:19 PDT 2018,Wed Aug 15 09:14:49 PDT 2018,,,6,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K0cP6EAJ,http://www.americantextile.com,American Textile Company,American Textile Company Bloomberg company profile,Apparel & Textile Products,Textile & Textile Products,https://www.bloomberg.com/profiles/companies/0398509D:US-american-textile-co,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 17:49:25 PDT 2018,Tue Aug 14 17:49:28 PDT 2018,Tue Aug 21 17:49:28 PDT 2018,Wed Aug 15 09:15:19 PDT 2018,,,3,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K0catEAB,http://www.blueskyprocess.com,BlueSky Process Solutions,BlueSky Process Solutions Bloomberg company profile,Apparel & Textile Products,Textile & Textile Products,https://www.bloomberg.com/profiles/companies/GAMMA:NA-gamma-holding-nv,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 19:41:36 PDT 2018,Tue Aug 14 19:41:40 PDT 2018,Tue Aug 21 19:41:40 PDT 2018,Wed Aug 15 09:22:09 PDT 2018,,,4,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001JJWEZEA5,parkhurst.ca,Dorothea Knitting Mills,Dorothea Knitting Mills Bloomberg company profile,Apparel & Textile Products,Textile & Textile Products,https://www.bloomberg.com/profiles/companies/5105490Z:CN-dorothea-knitting-mills-ltd,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 19:38:25 PDT 2018,Tue Aug 14 19:38:27 PDT 2018,Tue Aug 21 19:38:27 PDT 2018,Wed Aug 15 09:24:40 PDT 2018,,,2,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K0d2pEAB,http://www.coynetextileservices.com,Coyne Textile Services,Coyne Textile Services Bloomberg company profile,Apparel & Textile Products,Textile & Textile Products,https://www.bloomberg.com/profiles/companies/10018Z:US-coyne-international-enterprises-corp,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 19:07:35 PDT 2018,Tue Aug 14 19:07:38 PDT 2018,Tue Aug 21 19:07:38 PDT 2018,Wed Aug 15 09:24:42 PDT 2018,,,3,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001Jz5XHEAZ,http://www.deitschplastic.com/,deitsch plastic,deitsch plastic Bloomberg company profile,Apparel & Textile Products,Textile & Textile Products,https://www.bloomberg.com/profiles/companies/9782346Z:US-deitsch-plastic-co-inc,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 19:27:36 PDT 2018,Tue Aug 14 19:27:39 PDT 2018,Tue Aug 21 19:27:39 PDT 2018,Wed Aug 15 09:24:57 PDT 2018,,,3,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001HrxAqEAJ,,Cranston Print Works,Cranston Print Works Bloomberg company profile,Apparel & Textile Products,Textile & Textile Products,https://www.bloomberg.com/profiles/companies/CWKE:US-cranston-print-works-co,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 19:09:30 PDT 2018,Tue Aug 14 19:09:33 PDT 2018,Tue Aug 21 19:09:33 PDT 2018,Wed Aug 15 09:24:25 PDT 2018,,,3,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K0d7jEAB,http://www.deca.mil,DECA Inc.,DECA Inc. Bloomberg company profile,Architectural Services,Architects,https://www.manta.com/c/mmnj00r/deca-inc,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 18:08:57 PDT 2018,Tue Aug 14 18:09:08 PDT 2018,Tue Aug 21 18:09:08 PDT 2018,Wed Aug 15 09:20:58 PDT 2018,,,11,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001JzYdiEAF,,Charles E Mahoney Co,Charles E Mahoney Co Bloomberg company profile,Asphalt Paving Mixtures and Blocks,Asphalt Paving Mixtures and Blocks,https://www.manta.com/c/mm7d7pm/charles-e-mahoney-co,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 19:51:54 PDT 2018,Tue Aug 14 19:51:57 PDT 2018,Tue Aug 21 19:51:57 PDT 2018,Wed Aug 15 09:25:03 PDT 2018,,,3,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001Jz5YLEAZ,https://in.godaddy.com/agreements/ShowDoc.aspx?pageid=privacy_parkedpage,Dunbar Asphalt Products Inc.,Dunbar Asphalt Products Inc. Bloomberg company profile,Asphalt Paving Mixtures and Blocks,Asphalt Paving Mixtures and Blocks,https://www.manta.com/c/mm8wj7y/dunbar-asphalt-products-inc,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 17:25:56 PDT 2018,Tue Aug 14 17:26:05 PDT 2018,Tue Aug 21 17:26:05 PDT 2018,Wed Aug 15 09:15:13 PDT 2018,,,9,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K0camEAB,http://classiccookers.com/,Blue Ridge Mountain Cookery,Blue Ridge Mountain Cookery Bloomberg company profile,Assembly and Fabricating Services,Assembly and Fabricating Services,https://www.manta.com/c/mm77r41/blue-ridge-mountain-cookery,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 15:28:05 PDT 2018,Tue Aug 14 15:28:08 PDT 2018,Tue Aug 21 15:28:08 PDT 2018,Wed Aug 15 09:14:05 PDT 2018,,,3,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K0cOhEAJ,http://www.amerenvllc.com,American Environmental LLC,American Environmental LLC Bloomberg company profile,Asset Management,Investment Companies,https://www.bloomberg.com/profiles/companies/0027336D:US-american-environmental-systems,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 15:22:20 PDT 2018,Tue Aug 14 15:22:24 PDT 2018,Tue Aug 21 15:22:24 PDT 2018,Wed Aug 15 09:14:16 PDT 2018,,,4,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001K0cVwEAJ,http://bacou-dalloz.com/,"Bacou-Dalloz Americas, Inc.","Bacou-Dalloz Americas, Inc. Bloomberg company profile",Asset Management,Investment Companies,https://www.bloomberg.com/profiles/companies/9630767Z:AU-dalloz-holdings-pty-ltd,,
A2HS7Q2MMN5MME,Approved,Tue Aug 14 17:31:32 PDT 2018,Tue Aug 14 17:31:35 PDT 2018,Tue Aug 21 17:31:35 PDT 2018,Wed Aug 15 09:17:45 PDT 2018,,,3,96% (13084/13603),78% (1795/2304),78% (1795/2304),00Q5000001Jz5QTEAZ,https://www.brookfield.com/,Brookfield Asset Management,Brookfield Asset Management Bloomberg company profile,Asset Management,Investment Companies,https://www.bloomberg.com/profiles/companies/0364380D:AU-brookfield-australia-pty-ltd,,
